SLICE/LSR input u_lpddr4_core.lscc_lpddr4_mc_inst.IowAtbLhBeCjh4.Ibbxf9DysDfsnHwn0Cyv9xmEIbv8u.IzcnL371Bijv4A5gxetJe.I9KlI77a.IwakwAi5mrEqeBjf3Jnh5.Inx0chE2cwnECr.SLICE_1718 is an asynchronous pin
IOLOGIC_CORE/LOAD_N_LPDDR4_WT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DMI[1].u_DQ_BB_IOL is an asynchronous pin
IOLOGIC_CORE/DIRECTION_LPDDR4_WT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DMI[1].u_DQ_BB_IOL has no outgoing device arc
IOLOGIC_CORE/MOVE_LPDDR4_WT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DMI[1].u_DQ_BB_IOL has no outgoing device arc
     ** u_lpddr4_core.lscc_lpddr4_mc_inst.IowAtwyt3BCi8h.IBah0qss.IFdn0CE1yijdletkII.SLICE_5206/Q0 is driving a pin on an incomplete path
IOLOGIC_CORE/LSROUT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DMI[3].u_DQ_BB_IOL is an asynchronous pin
IOLOGIC_CORE/LOAD_N_LPDDR4_WT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DMI[3].u_DQ_BB_IOL is an asynchronous pin
IOLOGIC_CORE/DIRECTION_LPDDR4_WT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DMI[3].u_DQ_BB_IOL has no outgoing device arc
IOLOGIC_CORE/MOVE_LPDDR4_WT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DMI[3].u_DQ_BB_IOL has no outgoing device arc
     ** u_lpddr4_core.lscc_lpddr4_mc_inst.IowAtwyt3BCi8h.IBah0qss.IFdn0CE1yijdletkII.SLICE_5208/Q0 is driving a pin on an incomplete path
IOLOGIC_CORE/LSROUT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DMI[2].u_DQ_BB_IOL is an asynchronous pin
IOLOGIC_CORE/LOAD_N_LPDDR4_WT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DMI[2].u_DQ_BB_IOL is an asynchronous pin
IOLOGIC_CORE/DIRECTION_LPDDR4_WT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DMI[2].u_DQ_BB_IOL has no outgoing device arc
IOLOGIC_CORE/MOVE_LPDDR4_WT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DMI[2].u_DQ_BB_IOL has no outgoing device arc
     ** u_lpddr4_core.lscc_lpddr4_mc_inst.IowAtwyt3BCi8h.IBah0qss.IFdn0CE1yijdletkII.SLICE_5207/Q0 is driving a pin on an incomplete path
IOLOGIC_CORE/LSROUT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DMI[0].u_DQ_BB_IOL is an asynchronous pin
IOLOGIC_CORE/LOAD_N_LPDDR4_WT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DMI[0].u_DQ_BB_IOL is an asynchronous pin
IOLOGIC_CORE/DIRECTION_LPDDR4_WT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DMI[0].u_DQ_BB_IOL has no outgoing device arc
IOLOGIC_CORE/MOVE_LPDDR4_WT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DMI[0].u_DQ_BB_IOL has no outgoing device arc
     ** u_lpddr4_core.lscc_lpddr4_mc_inst.IowAtwyt3BCi8h.IBah0qss.IFdn0CE1yijdletkII.SLICE_5209/Q0 is driving a pin on an incomplete path
IOLOGIC_CORE/LSROUT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.I3eucr91xgGddvhF5yg7JG4H0qna.CK[0].u_DQS_BB_IOL is an asynchronous pin
IOLOGIC_CORE/LSROUT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.I3eucr91xgGddvhF5yg7JG4H0qna.CS[0].u_DQS_BB_IOL is an asynchronous pin
IOLOGIC_CORE/LOAD_N input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.I3eucr91xgGddvhF5yg7JG4H0qna.CS[0].u_DQS_BB_IOL is an asynchronous pin
     ** u_lpddr4_core.lscc_lpddr4_mc_inst.IowAtwyt3BCi8h.IBah0qss.IFdn0CE1yijdletkII.SLICE_5217/Q0 is driving a pin on an incomplete path
IOLOGIC_CORE/LSROUT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.I3eucr91xgGddvhF5yg7JG4H0qna.CA[2].u_DQS_BB_IOL is an asynchronous pin
IOLOGIC_CORE/LOAD_N input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.I3eucr91xgGddvhF5yg7JG4H0qna.CA[2].u_DQS_BB_IOL is an asynchronous pin
IOLOGIC_CORE/LSROUT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.I3eucr91xgGddvhF5yg7JG4H0qna.CA[0].u_DQS_BB_IOL is an asynchronous pin
IOLOGIC_CORE/LOAD_N input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.I3eucr91xgGddvhF5yg7JG4H0qna.CA[0].u_DQS_BB_IOL is an asynchronous pin
IOLOGIC_CORE/LSROUT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.I3eucr91xgGddvhF5yg7JG4H0qna.CKE[0].u_DQS_BB_IOL is an asynchronous pin
IOLOGIC_CORE/LSROUT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.I3eucr91xgGddvhF5yg7JG4H0qna.CA[5].u_DQS_BB_IOL is an asynchronous pin
IOLOGIC_CORE/LOAD_N input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.I3eucr91xgGddvhF5yg7JG4H0qna.CA[5].u_DQS_BB_IOL is an asynchronous pin
IOLOGIC_CORE/LSROUT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.I3eucr91xgGddvhF5yg7JG4H0qna.CA[4].u_DQS_BB_IOL is an asynchronous pin
IOLOGIC_CORE/LOAD_N input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.I3eucr91xgGddvhF5yg7JG4H0qna.CA[4].u_DQS_BB_IOL is an asynchronous pin
IOLOGIC_CORE/LSROUT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.I3eucr91xgGddvhF5yg7JG4H0qna.CA[1].u_DQS_BB_IOL is an asynchronous pin
IOLOGIC_CORE/LOAD_N input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.I3eucr91xgGddvhF5yg7JG4H0qna.CA[1].u_DQS_BB_IOL is an asynchronous pin
IOLOGIC_CORE/LSROUT input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.I3eucr91xgGddvhF5yg7JG4H0qna.CA[3].u_DQS_BB_IOL is an asynchronous pin
IOLOGIC_CORE/LOAD_N input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.I3eucr91xgGddvhF5yg7JG4H0qna.CA[3].u_DQS_BB_IOL is an asynchronous pin
     ** u_lpddr4_core.lscc_lpddr4_mc_inst.IowAtwyt3BCi8h.IBah0qss.IFdn0CE1yijdletkII.SLICE_5219/Q0 is driving a pin on an incomplete path
DDRDLL_CORE/FREEZE input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Iov6hk5kiK6iwI.DDRDLL_inst has no outgoing device arc
DDRDLL_CORE/RST input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Iov6hk5kiK6iwI.DDRDLL_inst is an asynchronous pin
DDRDLL_CORE/UDDCNTL_N input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Iov6hk5kiK6iwI.DDRDLL_inst has no outgoing device arc
DDRDLL_CORE/CODE8 output  u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Iov6hk5kiK6iwI.DDRDLL_inst has no incoming device arc
DDRDLL_CORE/CODE7 output  u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Iov6hk5kiK6iwI.DDRDLL_inst has no incoming device arc
DDRDLL_CORE/CODE6 output  u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Iov6hk5kiK6iwI.DDRDLL_inst has no incoming device arc
DDRDLL_CORE/CODE5 output  u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Iov6hk5kiK6iwI.DDRDLL_inst has no incoming device arc
DDRDLL_CORE/CODE4 output  u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Iov6hk5kiK6iwI.DDRDLL_inst has no incoming device arc
DDRDLL_CORE/CODE3 output  u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Iov6hk5kiK6iwI.DDRDLL_inst has no incoming device arc
DDRDLL_CORE/CODE2 output  u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Iov6hk5kiK6iwI.DDRDLL_inst has no incoming device arc
DDRDLL_CORE/CODE1 output  u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Iov6hk5kiK6iwI.DDRDLL_inst has no incoming device arc
DDRDLL_CORE/CODE0 output  u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Iov6hk5kiK6iwI.DDRDLL_inst has no incoming device arc
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBK8u1v5hczhremLe15dhIdAgC.DQSBUFA_inst/DLLCODE1 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBJmqKLe1KgudsKIFp8dE16BIg.DQSBUFA_inst/DLLCODE1 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBJLsBkrFypB8l3JKJ61ylGnbw.DQSBUFA_inst/DLLCODE1 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBIzpi9DotJcu0pH9792iHxoCC.DQSBUFA_inst/DLLCODE1 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBK8u1v5hczhremLe15dhIdAgC.DQSBUFA_inst/DLLCODE0 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBJmqKLe1KgudsKIFp8dE16BIg.DQSBUFA_inst/DLLCODE0 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBJLsBkrFypB8l3JKJ61ylGnbw.DQSBUFA_inst/DLLCODE0 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBIzpi9DotJcu0pH9792iHxoCC.DQSBUFA_inst/DLLCODE0 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBK8u1v5hczhremLe15dhIdAgC.DQSBUFA_inst/DLLCODE7 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBJmqKLe1KgudsKIFp8dE16BIg.DQSBUFA_inst/DLLCODE7 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBJLsBkrFypB8l3JKJ61ylGnbw.DQSBUFA_inst/DLLCODE7 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBIzpi9DotJcu0pH9792iHxoCC.DQSBUFA_inst/DLLCODE7 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBK8u1v5hczhremLe15dhIdAgC.DQSBUFA_inst/DLLCODE6 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBJmqKLe1KgudsKIFp8dE16BIg.DQSBUFA_inst/DLLCODE6 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBJLsBkrFypB8l3JKJ61ylGnbw.DQSBUFA_inst/DLLCODE6 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBIzpi9DotJcu0pH9792iHxoCC.DQSBUFA_inst/DLLCODE6 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBK8u1v5hczhremLe15dhIdAgC.DQSBUFA_inst/DLLCODE4 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBJmqKLe1KgudsKIFp8dE16BIg.DQSBUFA_inst/DLLCODE4 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBJLsBkrFypB8l3JKJ61ylGnbw.DQSBUFA_inst/DLLCODE4 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBIzpi9DotJcu0pH9792iHxoCC.DQSBUFA_inst/DLLCODE4 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBK8u1v5hczhremLe15dhIdAgC.DQSBUFA_inst/DLLCODE5 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBJmqKLe1KgudsKIFp8dE16BIg.DQSBUFA_inst/DLLCODE5 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBJLsBkrFypB8l3JKJ61ylGnbw.DQSBUFA_inst/DLLCODE5 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBIzpi9DotJcu0pH9792iHxoCC.DQSBUFA_inst/DLLCODE5 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBK8u1v5hczhremLe15dhIdAgC.DQSBUFA_inst/DLLCODE8 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBJmqKLe1KgudsKIFp8dE16BIg.DQSBUFA_inst/DLLCODE8 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBJLsBkrFypB8l3JKJ61ylGnbw.DQSBUFA_inst/DLLCODE8 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBIzpi9DotJcu0pH9792iHxoCC.DQSBUFA_inst/DLLCODE8 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBK8u1v5hczhremLe15dhIdAgC.DQSBUFA_inst/DLLCODE3 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBJmqKLe1KgudsKIFp8dE16BIg.DQSBUFA_inst/DLLCODE3 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBJLsBkrFypB8l3JKJ61ylGnbw.DQSBUFA_inst/DLLCODE3 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBIzpi9DotJcu0pH9792iHxoCC.DQSBUFA_inst/DLLCODE3 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBK8u1v5hczhremLe15dhIdAgC.DQSBUFA_inst/DLLCODE2 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBJmqKLe1KgudsKIFp8dE16BIg.DQSBUFA_inst/DLLCODE2 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBJLsBkrFypB8l3JKJ61ylGnbw.DQSBUFA_inst/DLLCODE2 is driven by constant or a pin on an incomplete path
     *** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.Ibhq48ssgHiBIzpi9DotJcu0pH9792iHxoCC.DQSBUFA_inst/DLLCODE2 is driven by constant or a pin on an incomplete path
     ** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Ii1d8er1rdbzK9kxt.SLICE_14134/F0 is driving a pin on an incomplete path
     ** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Ii1d8er1rdbzK9kxt.SLICE_14137/F0 is driving a pin on an incomplete path
     ** u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Ii1d8er1rdbzK9kxt.Imsu7wgtBu25IL.SLICE_8593/Q0 is driving a pin on an incomplete path
SLICE/C0 input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Ii1d8er1rdbzK9kxt.SLICE_14137 is on an incomplete path
SLICE/B0 input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Ii1d8er1rdbzK9kxt.SLICE_14137 is on an incomplete path
SLICE/A0 input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Ii1d8er1rdbzK9kxt.SLICE_14137 is on an incomplete path
SLICE/A0 input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Ii1d8er1rdbzK9kxt.SLICE_14134 is on an incomplete path
DIFFIO18A_CORE/IVREF_IN input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DQS[1].u_DQS_BB has no outgoing device arc
ECLKSYNC_CORE/STOP input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ifd2Fz0KmLK4GEJaf2m9.Ii1dcyfsjLoAikmmd.ECLKSYNC_inst has no outgoing device arc
SEIO18A_CORE/IVREF_IN input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DQ[16].u_DQ_BB has no outgoing device arc
SEIO18A_CORE/IVREF_IN input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DQ[28].u_DQ_BB has no outgoing device arc
SEIO18A_CORE/IVREF_IN input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DQ[5].u_DQ_BB has no outgoing device arc
DIFFIO18A_CORE/IVREF_IN input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DQS[2].u_DQS_BB has no outgoing device arc
SEIO18A_CORE/IVREF_IN input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DQ[22].u_DQ_BB has no outgoing device arc
SEIO18A_CORE/IVREF_IN input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DQ[4].u_DQ_BB has no outgoing device arc
SEIO18A_CORE/IVREF_IN input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DQ[25].u_DQ_BB has no outgoing device arc
DIFFIO18A_CORE/IVREF_IN input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DQS[0].u_DQS_BB has no outgoing device arc
DIFFIO18A_CORE/IVREF_IN input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DQS[3].u_DQS_BB has no outgoing device arc
SEIO18A_CORE/IVREF_IN input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DQ[27].u_DQ_BB has no outgoing device arc
SEIO18A_CORE/IVREF_IN input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DQ[18].u_DQ_BB has no outgoing device arc
SEIO18A_CORE/IVREF_IN input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DQ[15].u_DQ_BB has no outgoing device arc
SEIO18A_CORE/IVREF_IN input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DQ[13].u_DQ_BB has no outgoing device arc
SEIO18A_CORE/IVREF_IN input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DQ[26].u_DQ_BB has no outgoing device arc
SEIO18A_CORE/IVREF_IN input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DQ[10].u_DQ_BB has no outgoing device arc
SEIO18A_CORE/IVREF_IN input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DQ[2].u_DQ_BB has no outgoing device arc
SEIO18A_CORE/IVREF_IN input u_lpddr4_core.lscc_lpddr4_mc_inst.IFku9Cnj.Ic8mDqk3gnFx3.Ii17KHcunLBKBgh2J.DQ[23].u_DQ_BB has no outgoing device arc
